Source_Pincode,Destination_Pincode,Number_of_Days
416406,431009,6
632001,335041,3
585412,572220,6
641018,643101,3
560088,636141,2
531117,845455,2
613008,524305,2
134107,591106,3
609115,713304,6
272173,686544,5
474002,625605,5
535126,621212,3
743426,364510,2
507115,364120,5
411015,171226,5
584170,416212,6
431743,517641,3
146107,230301,2
797115,410406,3
700128,606302,6
834009,721517,3
761122,784522,3
585328,678574,4
392040,495335,6
212663,464671,4
486001,391105,3
620010,643241,4
485334,423601,6
174503,143303,3
243302,571601,4
855108,132140,3
110057,425308,4
621306,563119,6
802114,572228,4
515661,251202,4
689672,572218,4
825324,812001,2
752024,415703,4
246131,125007,5
507167,410511,2
689626,682503,3
415401,131039,5
422403,483225,5
517551,202129,2
700055,506347,6
835201,442918,3
221301,144021,4
847238,343023,6
301416,209206,2
233228,752001,5
508248,412101,3
700121,816106,6
781032,602105,3
755061,515631,5
263631,382728,4
795015,577127,5
573214,494122,4
756115,412101,6
680665,391121,6
400052,431745,4
476228,591265,3
626113,835302,3
713423,173031,2
816103,518217,5
768031,201011,4
431810,284406,6
250110,362570,2
271129,587205,5
585412,631303,6
531001,305601,4
225303,631001,6
841403,805133,6
210205,442406,6
686017,627761,6
577435,387710,3
735226,503310,5
754216,678705,3
752109,786126,6
413527,522001,3
623707,591303,6
333025,192202,2
639002,629175,3
133101,223227,4
134204,673528,4
283112,361240,4
722203,274701,6
522646,756116,6
757026,583225,3
413720,742163,4
180013,384305,3
422002,345028,5
585217,713207,4
508111,852114,3
110013,695020,3
607209,503164,4
535221,416208,2
243723,688009,3
502110,517172,5
627107,410403,4
533291,303105,6
577003,761054,5
689122,387305,3
311025,841424,3
848202,608703,6
612901,591118,6
273151,241123,6
476224,832102,5
523114,734201,3
630204,480111,3
416411,501143,4
177001,581211,4
141102,690108,4
711405,605102,5
841312,362263,4
313321,532211,2
679308,627852,6
322024,246729,6
401202,273304,2
509339,752066,2
410515,312614,5
422202,635304,2
271210,700030,6
110004,841234,3
484776,756130,4
414005,523367,2
262525,848210,6
481226,251003,2
814148,754137,6
802103,835301,2
396165,144702,4
643209,410205,4
638458,141109,6
144020,814116,6
690515,416531,6
471111,403725,4
723133,271824,6
695143,688555,6
403506,795148,6
277402,533461,6
755012,450881,6
504313,609201,3
382315,722140,2
713155,313206,2
400710,678622,5
521130,625517,2
424102,793016,5
784509,175105,6
424004,623404,4
816115,396460,6
520007,394125,5
229406,273017,3
580118,144005,5
722136,148030,6
508004,382427,2
683520,754003,4
783333,465677,5
785680,835233,6
680301,756165,6
833214,737132,2
679332,364710,6
472118,813210,2
535591,574114,6
431723,515201,4
505210,517131,2
125037,700031,6
722101,711107,2
136021,520004,5
184205,743330,2
303301,465449,2
686610,500085,2
393135,151506,6
176029,332301,3
521326,517429,6
572118,144801,5
851126,517325,2
487330,415602,3
587312,785698,2
509375,391760,4
682031,174005,2
680552,795002,2
524341,504308,3
193201,625708,4
783373,415718,5
388230,609606,3
533308,477446,2
754221,629703,4
361350,402106,2
761019,465667,3
333001,244302,4
422205,534450,4
384001,788111,6
782413,625605,5
202122,244602,3
362625,757050,6
361330,689514,3
636142,742135,3
263637,455336,3
700118,246481,4
400096,283111,4
734217,385010,5
207002,683550,4
781319,143114,6
636007,480559,3
577146,582101,4
441223,621652,3
521214,712306,4
321021,731126,6
821301,500095,2
764051,600061,2
624707,743318,3
795102,497559,4
768219,416813,6
385130,524406,2
345026,110054,5
768111,712201,2
387380,722170,3
516213,604409,2
811112,148024,4
175052,516269,3
246125,462047,2
461115,591102,3
142003,248124,5
607802,144801,4
686609,621007,6
790103,493113,2
679535,700036,6
626101,307803,5
627002,799013,2
533287,782485,4
131022,271307,2
304001,571103,4
416218,465445,4
713122,496445,4
843102,272128,6
458883,515501,6
802131,221711,3
174029,639119,5
302029,509353,5
313334,582119,6
492099,421402,6
411005,600019,6
695609,722137,6
361170,843143,4
690528,795118,2
444403,246445,2
805124,143202,3
628907,273407,2
481672,205121,2
152025,303601,2
385550,721101,4
497448,689122,3
509110,503125,6
209734,134107,3
608401,711112,4
246159,643223,6
606710,623608,5
141414,782450,6
401606,241302,4
670562,822131,2
785667,629602,3
581326,622507,3
457340,609701,3
460557,502249,5
678014,632508,4
272127,227304,6
732138,685551,5
762023,581326,2
686673,387325,6
614723,175104,3
500087,845451,5
829127,752012,3
722176,721441,4
632202,628211,3
624206,411051,5
122001,343040,2
313704,524221,3
575028,505474,5
756055,210205,3
573216,480107,6
160101,587101,4
734013,206252,4
224127,723129,2
221507,682007,3
560016,743294,4
722176,784146,3
785690,811314,3
581193,531020,6
756039,250620,4
560104,176057,4
686007,722174,5
321642,442104,2
600093,627417,5
441001,503217,6
276402,689621,2
587112,518123,4
211015,151206,3
445202,785631,5
402208,670107,6
532455,272202,5
852212,202142,3
751018,784179,6
271201,799001,2
202280,282008,2
577429,752002,4
622411,491444,5
515661,394150,2
582102,831009,5
628716,500035,2
142036,431109,4
132107,516501,4
636108,587125,5
312617,323022,5
391150,361013,4
382350,388160,3
233229,622204,4
487555,531027,4
695036,764027,6
814115,342027,4
184151,281308,4
574230,495559,4
392180,756020,2
261001,415634,3
800010,228171,4
756032,125121,3
143414,517001,2
796190,627127,4
577224,625530,6
534338,587119,2
800008,722172,5
454441,757026,6
816129,263639,6
388450,431709,5
609802,741122,5
508221,700043,3
144421,766002,2
711303,560030,3
140119,764037,4
606601,125055,6
495454,733121,2
799273,632103,5
802218,689694,2
342308,524342,5
841410,444409,4
394230,249125,4
606752,262311,4
628908,143512,5
627806,413602,4
518220,576212,3
414110,523165,3
721643,683579,2
534227,845101,6
202131,415540,4
281104,206002,4
695124,641664,4
522312,628904,6
581201,625221,3
625701,424108,2
691559,574234,4
571426,226009,4
243403,364110,2
388640,444603,6
639005,493111,5
685509,360023,3
686512,365410,2
802218,784170,6
400103,335040,3
591227,392180,2
523331,391244,4
816109,625521,2
636009,571434,6
242226,396055,2
209821,456441,3
440001,835225,4
524127,277205,6
444503,825316,3
680542,770014,6
140113,534244,4
143604,209504,2
224205,759014,2
523116,743222,5
211014,151205,2
636306,571403,6
585202,458110,2
686665,683501,6
476337,341318,5
303304,243633,6
177119,848101,2
476221,515331,6
854203,127309,6
711113,387411,4
476221,506011,2
670310,721517,6
495003,756123,2
795010,333021,3
695572,415706,5
636005,764071,4
140301,683502,4
573164,732122,2
493332,141110,3
518360,788815,6
141415,571416,4
756166,415019,4
756080,673009,6
591237,572134,5
630561,262541,3
754130,313702,6
173021,122506,4
229123,759104,6
847215,581354,3
795127,532432,5
841239,422605,4
533296,516356,6
223105,585327,4
689642,735209,4
384151,802219,5
673634,829121,6
474007,144519,2
522302,416201,5
416107,847308,5
804435,181202,2
583215,413319,6
334022,732207,4
341505,410301,3
562138,847105,4
700081,626201,6
621804,602105,3
249402,212303,6
251002,831001,2
736170,752003,6
224151,679516,4
811103,504206,3
273304,424311,4
263636,742405,6
802101,415613,4
736101,573137,2
770034,782413,2
303303,474011,2
261201,847307,2
523108,614805,3
682313,629156,5
331501,845414,5
415626,532203,4
273305,230002,3
233303,344708,4
847410,560030,3
676302,742136,4
841428,393030,3
497220,411003,2
415803,382610,4
560109,802210,4
413105,832107,4
271306,577201,2
581324,756003,2
146024,151302,3
470223,621315,2
410205,612202,4
509410,191111,5
752031,389115,5
721147,576211,6
621314,695542,5
735132,332721,6
425427,629703,3
246495,396540,4
581349,503187,2
754222,276207,2
403720,688539,3
171001,180006,6
385110,854325,5
503207,412110,3
638701,247232,5
577550,382350,6
142045,683513,6
630205,533003,2
799007,562104,3
440027,584135,6
637504,631152,4
531026,250611,6
782481,453446,5
507303,383250,2
210506,587204,4
835203,522325,2
768215,571419,2
678001,630001,4
500086,622507,4
788151,737139,5
274501,584123,6
142036,627502,5
688536,609605,2
781011,390022,3
486001,851114,3
532291,688523,5
591126,262401,6
637211,781037,3
788701,587205,3
443302,380004,2
758026,224172,2
623115,480337,2
142003,788816,3
506348,481996,4
422208,577537,6
396051,380027,6
825322,575025,2
275203,431502,6
517520,249404,3
822128,341517,5
603107,243006,4
756001,781024,5
524230,741248,6
516128,788104,6
673596,175014,2
342012,735232,5
628621,601206,4
630201,676504,4
797099,332307,4
560085,680311,3
770076,261402,4
509352,638111,5
768049,176202,6
247122,182146,6
631051,382765,5
518135,759127,5
755003,638182,5
621716,191113,5
483220,560097,3
131023,600090,5
494450,304023,2
679581,769013,4
643212,412401,2
250601,152118,3
210203,415313,2
415023,576234,2
742149,741317,6
614624,323306,6
686004,160019,3
382042,591310,6
822112,470881,3
683585,228145,6
676504,411018,4
737117,457339,4
638002,781028,4
679511,440017,6
605801,560089,2
416611,753011,3
444605,636122,4
535006,799261,4
384215,691583,3
282001,307030,2
621730,335001,2
415407,854337,5
587115,327034,2
636015,209722,5
391120,571251,3
431511,363435,4
721130,172102,2
246763,232101,5
713123,521164,4
176054,431503,5
530040,520001,4
500046,523241,2
530003,532264,3
815353,172028,5
380024,249404,6
591237,678005,5
281405,520015,4
801307,496551,6
370203,272151,6
262523,335062,3
737106,125001,5
686547,445002,6
695563,713428,4
402301,508252,5
442907,382428,2
484116,574153,3
210201,759116,6
733102,249181,4
143116,382110,6
127027,534342,3
284002,415211,6
691535,412102,2
341301,416236,6
456337,689572,2
621718,400615,5
682016,516172,6
782141,821102,5
261204,493554,3
492101,400025,2
600042,144216,2
785636,151507,4
518176,591124,4
421401,636201,4
304803,480555,5
741313,636109,5
680007,394125,6
243003,303006,6
632007,683575,5
734423,496109,6
231306,151105,3
686507,695604,5
533238,301403,6
110093,534004,5
481880,854318,5
814146,411018,5
307026,301410,5
742225,211009,6
825402,247662,4
785686,575022,5
505187,332002,6
638506,144214,4
415021,515231,6
314029,678632,4
503230,401506,2
741121,576222,6
768233,394170,2
500085,643243,4
793006,142057,2
422610,686664,2
785006,508204,4
391346,632511,2
522019,600039,3
643206,226021,2
171217,612201,5
764042,262545,2
441904,680642,5
626130,521180,3
221011,683112,5
743290,491993,3
507302,754207,6
781380,175014,3
516431,638008,2
575018,781366,5
444908,743507,2
607301,144602,3
244413,583212,2
606707,360023,2
571218,845401,6
583104,477227,5
822125,635811,6
248198,753008,2
394310,144621,3
484660,754111,2
524320,410403,6
713130,414501,5
122502,581328,3
333024,462042,4
752079,144603,2
144515,416604,6
193302,394550,3
173032,614626,4
670613,843351,5
141118,786152,5
495452,227812,3
273306,680514,6
403720,614018,6
518462,636307,3
431008,465667,3
518134,783331,4
831015,606811,5
531115,767020,5
534186,560073,2
626205,798612,3
721516,586206,2
603202,695012,3
766028,583105,5
614805,600015,4
403507,760003,4
576120,410202,6
416234,761016,3
151502,581340,3
382422,734316,5
521151,331507,6
799114,132157,2
851201,431701,4
335801,586212,5
676301,396433,4
313703,603302,2
504205,174017,2
382865,249161,3
854306,306503,4
787056,445206,6
172101,416508,3
835221,636456,2
345023,263001,4
400087,731222,2
209125,110058,3
416612,686014,2
786191,591287,2
629851,713380,4
177021,441906,4
635108,233222,4
385550,786158,2
416308,176063,4
788723,504295,5
812004,642109,3
147101,685595,5
460661,683545,4
508373,621307,5
700041,312605,5
413603,209831,4
711203,637021,6
841425,516310,5
781346,328031,6
768049,248145,4
248009,691305,2
585218,177033,5
828302,682559,2
313704,695307,5
505514,507318,5
464671,444717,4
509320,733143,2
713371,721446,5
361230,733132,2
390010,361162,5
341024,636142,2
591128,532212,2
471001,755020,4
713430,151104,2
825302,305206,4
591147,230128,4
457885,812007,5
225208,676552,3
152031,673620,3
423205,110035,3
151001,486661,5
144513,262522,4
413116,396040,4
518467,402102,2
521329,227811,5
481222,743221,4
370475,828110,5
641105,784027,2
670702,721140,3
821301,735209,6
134112,686669,2
231305,622004,6
424308,577230,4
829134,691505,6
766014,560047,6
226030,676504,5
144013,306101,4
143107,221010,3
635304,431520,3
177111,141108,3
614624,785673,2
761117,174314,2
191121,431203,6
452006,733207,3
440020,515101,5
574326,635852,5
561207,765023,4
575017,768113,6
783371,534328,3
689692,495682,4
524131,781310,5
416305,788735,6
152101,493116,4
365565,431506,4
174304,626102,4
121005,621114,5
144405,621208,5
441601,625562,4
535213,502130,6
695527,314032,2
455116,504304,2
688582,751030,5
767022,731121,3
577424,249199,3
583222,605008,2
221110,734501,4
627857,560040,6
570016,686668,4
442918,741162,5
522102,480996,4
363020,691551,2
477449,160025,6
262701,532421,3
485772,637018,6
232325,713204,6
670014,503218,2
637206,764046,6
822122,755062,2
387345,680688,5
261202,573215,2
223227,464671,3
470221,721305,2
244713,804402,6
413602,262724,2
160001,754136,6
503235,332710,5
306706,695523,2
734218,756036,4
587330,345034,4
638055,144005,6
382650,390006,5
500032,575014,2
176103,272194,5
413213,444717,5
571236,571312,4
416205,713213,4
846003,314028,5
796012,689602,4
177105,458001,5
494010,854205,5
480557,341001,5
382640,627818,2
249180,392110,5
843107,443103,6
742202,416712,2
533463,768119,2
342024,502286,6
224238,271307,6
845302,416013,3
488222,201007,4
732204,695573,3
173230,454774,2
333036,431003,2
802213,829144,3
383430,573119,3
301705,770021,3
431001,136030,3
303102,591223,2
759107,313708,3
221104,431513,2
613401,788005,4
143516,680508,2
627951,793018,2
241122,590016,3
757100,605010,3
621001,572175,5
332721,791109,3
521263,575008,2
734102,192401,4
797103,410302,4
506201,754210,4
638673,515413,3
516380,805102,2
621117,743223,5
522309,400011,2
686506,641022,5
444507,389350,5
673007,301025,6
627201,630206,2
847109,388235,5
713302,603001,2
742161,175014,4
383010,143526,5
573126,630201,6
678593,713334,2
209307,683594,3
487555,582205,3
847225,606603,3
229201,505209,3
415508,788005,2
641050,689696,3
470125,757051,6
785633,678103,5
841434,262201,6
641108,788025,2
641667,110041,4
400083,385506,5
690516,503235,6
563126,690104,3
246722,695513,4
431102,782136,5
263157,835209,3
604503,301412,5
515122,854302,3
688535,625519,2
829125,625603,5
176030,805101,4
781367,622507,4
466116,793160,6
629202,685614,2
761031,679506,3
521344,425505,4
743363,313706,3
827013,574112,5
533234,639001,6
382475,679122,3
711314,832110,5
492009,767068,5
673105,509203,2
736146,360035,2
637401,458113,4
759026,623566,5
743347,590011,6
136021,797121,4
711317,226005,4
741153,495557,4
271129,770044,3
506331,522113,4
676510,412804,5
788830,363670,5
713129,673645,3
370620,758018,6
305921,388340,5
284123,523291,3
613010,414402,6
630004,322220,2
680002,534460,5
533004,442914,6
636016,606707,5
494441,522318,5
585291,691003,5
573211,204213,6
813103,177110,5
507203,829208,2
250342,382006,3
332028,521324,3
582115,396215,6
421302,125133,5
847122,272208,4
700098,524313,4
802209,534244,4
759017,486550,5
380004,242306,4
472101,813108,2
591173,227813,6
685583,713517,4
465693,123301,4
688539,752094,2
221409,262547,5
855114,209721,2
505330,400058,2
250341,486881,4
476337,700088,6
440027,700026,4
742202,271865,2
132103,144025,6
629155,711413,6
799013,756032,4
764002,635808,4
680305,416013,3
451220,380007,2
400017,761107,3
796007,535006,3
441907,241201,4
203395,631213,5
502296,581307,2
673613,614620,4
600075,691521,4
271202,785682,5
391320,788117,2
535161,276305,2
524301,591224,2
143414,824102,3
518301,176082,4
243502,342305,3
781121,394655,4
509324,621851,2
388510,560019,6
224147,585303,3
580004,522413,6
734213,851217,4
758076,731103,5
140301,575011,2
400091,799253,2
504301,636006,5
600017,333029,3
517326,303119,5
585225,627853,2
721602,382041,3
764037,802135,3
171009,670705,3
785009,210301,6
585311,752037,6
413112,583211,6
442606,752001,5
176201,505462,2
691008,831013,2
802223,793021,2
313341,182222,4
630002,712234,3
393115,721420,2
505330,799005,4
413205,700034,5
361170,363415,6
504346,686009,3
743270,585302,4
370130,759148,6
382345,518124,6
334802,611001,4
799254,855116,4
507125,673614,3
424304,509135,6
781011,576105,6
609108,415410,4
465661,767046,2
678592,400013,4
226401,411042,4
516270,415603,6
689677,583223,3
313002,845419,5
627003,603105,6
673595,403705,6
803111,263632,3
181122,788113,5
392215,396433,6
127114,251306,6
506009,232339,5
713383,394120,2
246125,811312,5
572223,244221,5
796691,610204,3
515164,782140,6
365430,685511,4
500066,788115,5
493558,793014,6
341025,410102,2
700072,333305,3
744204,587119,3
700069,754143,2
791123,441110,4
110045,816106,3
754032,176060,2
700153,768211,6
781015,144602,2
396180,854338,2
190019,742137,6
503309,641671,5
685604,713384,2
185233,686691,5
401603,232327,6
222165,762110,4
262901,285121,4
458336,263678,6
625604,262551,2
834002,211018,2
466445,262723,5
765023,632315,5
506370,637013,3
208008,802212,3
493776,841313,6
364060,573225,4
680582,636012,3
581332,534416,6
313904,284402,4
303004,505416,5
678681,604409,4
700142,122414,2
689675,603209,6
182101,603105,6
843331,141422,3
733202,382255,3
177026,145025,6
272177,515415,5
458226,415206,2
751008,700004,5
502335,841305,2
124109,792131,6
825311,841503,5
171215,533309,2
466113,756167,2
144012,638151,4
614619,212652,3
414102,481001,5
413525,741164,4
637205,571429,6
643218,506112,5
413728,444502,5
686612,627113,6
581108,396230,5
507157,396171,6
641013,224235,6
841442,274704,3
402113,788155,4
801506,466111,4
829126,304504,6
